,Unnamed: 0,date_range,Down_time,Up_date,Up_time,midpoint,In,Up,Down,chinook0_wild_num,chinook0_hatchery_num,chinook1_wild_num,chinook1_hatchery_num,chum0_wild_num,coho0_wild_num,coho1_wild_num,coho1_hatchery_num,pink0_wild_num,sockeye1_wild_num,sockeye0_wild_num,steelheadsmolt_wild_num,daytime_category,midpoint_doy,doy,year,Date,flow,temp,atu_solstice,atu_april,flow_diff,temp_diff,photoperiod,lunar_phase,photo_diff,trap,Unnamed: 0.1,steelheadsmolt_hatchery_num
0,0,2010-01-20 12:00:00,,,,,,,,,,,,,,,,,,,,day,,20,2010,2010-01-20,4980.0,4.9,100.8,,70.0,0.0,9.016666666666667,0.18628264088530427,0.033333333333334984,scoop,,
1,1,2010-01-21 12:00:00,,,,,,,,,,,,,,,,,,,,day,,21,2010,2010-01-21,5060.0,4.9,105.70000000000002,,80.0,0.0,9.066666666666666,0.2664668095173157,0.04999999999999893,scoop,,
2,2,2010-01-22 12:00:00,08:45:00,2010-01-22,17:20:00,2010-01-22 13:02:30,8.583333333333334,2010-01-22 17:20:00,2010-01-22 08:45:00,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,day,22.0,22,2010,2010-01-22,5500.0,4.8,110.5,,440.0,-0.10000000000000052,9.1,0.3568325080095304,0.033333333333333215,scoop,,
3,3,2010-01-23 12:00:00,,,,,,,,,,,,,,,,,,,,day,,23,2010,2010-01-23,5550.0,4.8,115.3,,50.0,0.0,9.15,0.4550350653542559,0.05000000000000071,scoop,,
4,4,2010-01-24 12:00:00,,,,,,,,,,,,,,,,,,,,day,,24,2010,2010-01-24,5350.0,4.8,120.1,,-200.0,0.0,9.183333333333334,0.5581287567372208,0.033333333333333215,scoop,,
5,5,2010-01-25 12:00:00,07:50:00,2010-01-25,17:00:00,2010-01-25 12:25:00,9.166666666666666,2010-01-25 17:00:00,2010-01-25 07:50:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,day,25.0,25,2010,2010-01-25,4060.0,4.8,124.9,,-1290.0,0.0,9.233333333333333,0.6622595311188731,0.04999999999999893,scoop,,
6,6,2010-01-26 12:00:00,,,,,,,,,,,,,,,,,,,,day,,26,2010,2010-01-26,3530.0,4.8,129.70000000000002,,-530.0,0.0,9.266666666666667,0.7624360318364699,0.033333333333334984,scoop,,
7,7,2010-01-27 12:00:00,,,,,,,,,,,,,,,,,,,,day,,27,2010,2010-01-27,3540.0,4.6,134.3,,10.0,-0.20000000000000015,9.316666666666666,0.8525874549857289,0.04999999999999893,scoop,,
8,8,2010-01-28 12:00:00,08:00:00,2010-01-28,17:30:00,2010-01-28 12:45:00,9.5,2010-01-28 17:30:00,2010-01-28 08:00:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,day,28.0,28,2010,2010-01-28,4450.0,4.6,138.9,,910.0,0.0,9.366666666666667,0.9260384474610884,0.05000000000000071,scoop,,
9,9,2010-01-29 12:00:00,,,,,,,,,,,,,,,,,,,,day,,29,2010,2010-01-29,4440.0,4.7,143.6,,-10.0,0.10000000000000052,9.416666666666666,0.976426730556202,0.04999999999999893,scoop,,
10,10,2010-01-30 12:00:00,,,,,,,,,,,,,,,,,,,,day,,30,2010,2010-01-30,3740.0,4.8,148.4,,-700.0,0.09999999999999963,9.466666666666667,0.9988730451594352,0.05000000000000071,scoop,,
11,11,2010-01-31 12:00:00,07:40:00,2010-01-31,17:15:00,2010-01-31 12:27:30,9.583333333333334,2010-01-31 17:15:00,2010-01-31 07:40:00,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,day,31.0,31,2010,2010-01-31,3700.0,4.8,153.20000000000005,,-40.0,0.0,9.516666666666666,0.9910347287880398,0.04999999999999893,scoop,,
12,12,2010-02-01 12:00:00,,,,,,,,,,,,,,,,,,,,day,,32,2010,2010-02-01,5770.0,4.8,158.00000000000003,,2070.0,0.0,9.55,0.9536490443457121,0.033333333333334984,scoop,,
13,13,2010-02-02 12:00:00,,,,,,,,,,,,,,,,,,,,day,,33,2010,2010-02-02,5520.0,4.8,162.80000000000004,,-250.0,0.0,9.6,0.8903528338487301,0.04999999999999893,scoop,,
14,14,2010-02-03 12:00:00,08:15:00,2010-02-03,17:30:00,2010-02-03 12:52:30,9.25,2010-02-03 17:30:00,2010-02-03 08:15:00,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,day,34.0,34,2010,2010-02-03,5810.0,4.8,167.60000000000005,,290.0,0.0,9.65,0.8068630345188037,0.05000000000000071,scoop,,
15,15,2010-02-04 12:00:00,,,,,,,,,,,,,,,,,,,,day,,35,2010,2010-02-04,5760.0,4.8,172.40000000000006,,-50.0,0.0,9.716666666666667,0.7098446079083254,0.06666666666666643,scoop,,
16,16,2010-02-05 12:00:00,,,,,,,,,,,,,,,,,,,,day,,36,2010,2010-02-05,5060.0,4.8,177.20000000000007,,-700.0,0.0,9.766666666666666,0.6058520998680177,0.04999999999999893,scoop,,
17,17,2010-02-06 12:00:00,08:00:00,2010-02-06,17:30:00,2010-02-06 12:45:00,9.5,2010-02-06 17:30:00,2010-02-06 08:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,day,37.0,37,2010,2010-02-06,4560.0,4.7,181.90000000000006,,-500.0,-0.09999999999999963,9.816666666666666,0.5006136063609696,0.05000000000000071,scoop,,
18,18,2010-02-07 12:00:00,,,,,,,,,,,,,,,,,,,,day,,38,2010,2010-02-07,4140.0,4.7,186.60000000000005,,-420.0,0.0,9.866666666666667,0.3987368782928843,0.05000000000000071,scoop,,
19,19,2010-02-08 12:00:00,,,,,,,,,,,,,,,,,,,,day,,39,2010,2010-02-08,4050.0,4.7,191.30000000000004,,-90.0,0.0,9.916666666666666,0.3037525945886838,0.04999999999999893,scoop,,
20,20,2010-02-09 12:00:00,08:15:00,2010-02-09,17:30:00,2010-02-09 12:52:30,9.25,2010-02-09 17:30:00,2010-02-09 08:15:00,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,day,40.0,40,2010,2010-02-09,3740.0,4.7,196.00000000000003,,-310.0,0.0,9.966666666666667,0.21836464205660489,0.05000000000000071,scoop,,
21,21,2010-02-10 12:00:00,,,,,,,,,,,,,,,,,,,,day,,41,2010,2010-02-10,4800.0,4.6,200.6,,1060.0,-0.10000000000000052,10.016666666666667,0.14473064303830918,0.05000000000000071,scoop,,
22,22,2010-02-11 12:00:00,,,,,,,,,,,,,,,,,,,,day,,42,2010,2010-02-11,4600.0,4.7,205.3,,-200.0,0.10000000000000052,10.083333333333334,0.0846829515286619,0.06666666666666643,scoop,,
23,23,2010-02-12 12:00:00,07:40:00,2010-02-12,17:15:00,2010-02-12 12:27:30,9.583333333333334,2010-02-12 17:15:00,2010-02-12 07:40:00,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,day,43.0,43,2010,2010-02-12,3960.0,4.7,210.0,,-640.0,0.0,10.133333333333333,0.039826655981493375,0.04999999999999893,scoop,,
24,24,2010-02-13 12:00:00,,,,,,,,,,,,,,,,,,,,day,,44,2010,2010-02-13,3800.0,4.8,214.8,,-160.0,0.09999999999999963,10.183333333333334,0.011513936275260206,0.05000000000000071,scoop,,
25,25,2010-02-14 12:00:00,,,,,,,,,,,,,,,,,,,,day,,45,2010,2010-02-14,4100.0,4.8,219.6,,300.0,0.0,10.233333333333333,0.0007365594892741468,0.04999999999999893,scoop,,
26,26,2010-02-15 12:00:00,08:15:00,2010-02-15,18:00:00,2010-02-15 13:07:30,9.75,2010-02-15 18:00:00,2010-02-15 08:15:00,54.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,860.0,0.0,0.0,0.0,day,46.0,46,2010,2010-02-15,4090.0,4.8,224.40000000000003,,-10.0,0.0,10.3,0.008003332701740196,0.0666666666666682,scoop,,
27,27,2010-02-16 12:00:00,,,,,,,,,,,,,,,,,,,,day,,47,2010,2010-02-16,3580.0,4.8,229.20000000000005,,-510.0,0.0,10.35,0.03326522165689355,0.04999999999999893,scoop,,
28,28,2010-02-17 12:00:00,,,,,,,,,,,,,,,,,,,,day,,48,2010,2010-02-17,3640.0,4.8,234.00000000000009,,60.0,0.0,10.4,0.07592460894426739,0.05000000000000071,scoop,,
29,29,2010-02-18 12:00:00,07:40:00,2010-02-18,17:30:00,2010-02-18 12:35:00,9.833333333333334,2010-02-18 17:30:00,2010-02-18 07:40:00,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,560.0,0.0,2.0,0.0,day,49.0,49,2010,2010-02-18,3630.0,4.6,238.60000000000005,,-10.0,-0.20000000000000015,10.466666666666667,0.1349111003647463,0.06666666666666643,scoop,,
30,30,2010-02-19 12:00:00,,,,,,,,,,,,,,,,,,,,day,,50,2010,2010-02-19,3790.0,4.5,243.10000000000005,,160.0,-0.09999999999999963,10.516666666666666,0.2087655258328772,0.04999999999999893,scoop,,
31,31,2010-02-20 12:00:00,,,,,,,,,,,,,,,,,,,,day,,51,2010,2010-02-20,3690.0,4.5,247.60000000000005,,-100.0,0.0,10.583333333333334,0.29565339336305696,0.0666666666666682,scoop,,
32,32,2010-02-21 12:00:00,08:15:00,2010-02-21,18:00:00,2010-02-21 13:07:30,9.75,2010-02-21 18:00:00,2010-02-21 08:15:00,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,day,52.0,52,2010,2010-02-21,3690.0,4.5,252.10000000000005,,0.0,0.0,10.633333333333333,0.3932482394072097,0.04999999999999893,scoop,,
33,33,2010-02-22 12:00:00,,,,,,,,,,,,,,,,,,,,day,,53,2010,2010-02-22,3790.0,4.5,256.6,,100.0,0.0,10.683333333333334,0.4984833146849079,0.05000000000000071,scoop,,
34,34,2010-02-23 12:00:00,,,,,,,,,,,,,,,,,,,,day,,54,2010,2010-02-23,3880.0,4.6,261.20000000000005,,90.0,0.09999999999999963,10.75,0.6072513519795852,0.06666666666666643,scoop,,
35,35,2010-02-24 12:00:00,07:40:00,2010-02-24,17:30:00,2010-02-24 12:35:00,9.833333333333334,2010-02-24 17:30:00,2010-02-24 07:40:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,day,55.0,55,2010,2010-02-24,3140.0,4.6,265.80000000000007,,-740.0,0.0,10.8,0.7142197711750591,0.05000000000000071,scoop,,
36,36,2010-02-25 12:00:00,,,,,,,,,,,,,,,,,,,,day,,56,2010,2010-02-25,3180.0,4.6,270.4000000000001,,40.0,0.0,10.866666666666667,0.8129328257428172,0.06666666666666643,scoop,,
37,37,2010-02-26 12:00:00,,,,,,,,,,,,,,,,,,,,day,,57,2010,2010-02-26,3150.0,4.7,275.1000000000001,,-30.0,0.10000000000000052,10.916666666666664,0.8963616890156416,0.04999999999999893,scoop,,
38,38,2010-02-27 12:00:00,08:00:00,2010-02-27,18:00:00,2010-02-27 13:00:00,10.0,2010-02-27 18:00:00,2010-02-27 08:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,day,58.0,58,2010,2010-02-27,3140.0,4.7,279.80000000000007,,-10.0,0.0,10.983333333333333,0.9578606253171248,0.06666666666666643,scoop,,
39,39,2010-02-28 12:00:00,,,,,,,,,,,,,,,,,,,,day,,59,2010,2010-02-28,3130.0,4.8,284.60000000000014,,-10.0,0.09999999999999963,11.033333333333333,0.9923131035354652,0.05000000000000071,scoop,,
40,40,2010-03-01 12:00:00,,,,,,,,,,,,,,,,,,,,day,,60,2010,2010-03-01,3030.0,4.8,289.4000000000001,,-100.0,0.0,11.1,0.9971031499104944,0.06666666666666643,scoop,,
41,41,2010-03-02 12:00:00,08:10:00,2010-03-02,17:45:00,2010-03-02 12:57:30,9.583333333333334,2010-03-02 17:45:00,2010-03-02 08:10:00,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,day,61.0,61,2010,2010-03-02,3150.0,4.8,294.2000000000001,,120.0,0.0,11.15,0.9725710602654708,0.05000000000000071,scoop,,
42,42,2010-03-03 12:00:00,,,,,,,,,,,,,,,,,,,,day,,62,2010,2010-03-03,3190.0,4.9,299.10000000000014,,40.0,0.10000000000000052,11.216666666666667,0.9218038216922252,0.06666666666666643,scoop,,
43,43,2010-03-04 12:00:00,,,,,,,,,,,,,,,,,,,,day,,63,2010,2010-03-04,3190.0,4.8,303.9000000000001,,0.0,-0.10000000000000052,11.266666666666667,0.8498682744444316,0.05000000000000071,scoop,,
44,44,2010-03-05 12:00:00,07:30:00,2010-03-05,18:00:00,2010-03-05 12:45:00,10.5,2010-03-05 18:00:00,2010-03-05 07:30:00,77.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2380.0,0.0,0.0,0.0,day,64.0,64,2010,2010-03-05,3180.0,4.8,308.7000000000001,,-10.0,0.0,11.333333333333336,0.7627802412737816,0.06666666666666643,scoop,,
45,45,2010-03-06 12:00:00,,,,,,,,,,,,,,,,,,,,day,,65,2010,2010-03-06,3220.0,4.8,313.5000000000001,,40.0,0.0,11.383333333333333,0.6665374784722969,0.04999999999999893,scoop,,
46,46,2010-03-07 12:00:00,,,,,,,,,,,,,,,,,,,,day,,66,2010,2010-03-07,3170.0,4.9,318.4000000000001,,-50.0,0.10000000000000052,11.45,0.5664478543670161,0.06666666666666643,scoop,,
47,47,2010-03-08 12:00:00,07:10:00,2010-03-08,17:45:00,2010-03-08 12:27:30,10.583333333333334,2010-03-08 17:45:00,2010-03-08 07:10:00,106.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,day,67.0,67,2010,2010-03-08,3160.0,5.0,323.4000000000001,,-10.0,0.09999999999999963,11.5,0.4668356742274073,0.05000000000000071,scoop,,
48,48,2010-03-09 12:00:00,,,,,,,,,,,,,,,,,,,,day,,68,2010,2010-03-09,3110.0,4.7,328.10000000000014,,-50.0,-0.2999999999999998,11.566666666666665,0.3710701363141417,0.06666666666666643,scoop,,
49,49,2010-03-10 12:00:00,,,,,,,,,,,,,,,,,,,,day,,69,2010,2010-03-10,3070.0,4.7,332.80000000000007,,-40.0,0.0,11.633333333333333,0.2818138746627033,0.06666666666666643,scoop,,
50,50,2010-03-11 12:00:00,08:30:00,2010-03-11,18:30:00,2010-03-11 13:30:00,10.0,2010-03-11 18:30:00,2010-03-11 08:30:00,8.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,710.0,0.0,0.0,0.0,day,70.0,70,2010,2010-03-11,3100.0,4.6,337.4000000000001,,30.0,-0.10000000000000052,11.683333333333335,0.20132435290470968,0.05000000000000071,scoop,,
51,51,2010-03-12 12:00:00,,,,,,,,,,,,,,,,,,,,day,,71,2010,2010-03-12,3120.0,4.5,341.9000000000001,,20.0,-0.09999999999999963,11.75,0.13170842505336328,0.06666666666666643,scoop,,
52,52,2010-03-13 12:00:00,,,,,,,,,,,,,,,,,,,,day,,72,2010,2010-03-13,3060.0,4.6,346.50000000000017,,-60.0,0.09999999999999963,11.8,0.07504590873130035,0.05000000000000071,scoop,,
53,53,2010-03-14 12:00:00,08:15:00,2010-03-14,19:00:00,2010-03-14 13:37:30,10.75,2010-03-14 19:00:00,2010-03-14 08:15:00,75.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,day,73.0,73,2010,2010-03-14,3120.0,4.7,351.20000000000016,,60.0,0.10000000000000052,11.866666666666667,0.033361141702975605,0.06666666666666643,scoop,,
54,54,2010-03-15 12:00:00,,,,,,,,,,,,,,,,,,,,day,,74,2010,2010-03-15,3140.0,4.8,356.00000000000017,,20.0,0.09999999999999963,11.916666666666664,0.008473423540605762,0.04999999999999893,scoop,,
55,55,2010-03-16 12:00:00,,,,,,,,,,,,,,,,,,,,day,,75,2010,2010-03-16,3470.0,4.9,360.90000000000015,,330.0,0.10000000000000052,11.983333333333333,0.0017961998556251801,0.06666666666666643,scoop,,
56,56,2010-03-17 12:00:00,,,,,,,,,,,,,,,,,,,,day,,76,2010,2010-03-17,3520.0,5.0,365.90000000000015,,50.0,0.09999999999999963,12.033333333333333,0.01416456136565064,0.05000000000000071,scoop,,
57,57,2010-03-18 12:00:00,07:45:00,2010-03-18,19:30:00,2010-03-18 13:37:30,11.75,2010-03-18 19:30:00,2010-03-18 07:45:00,53.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1240.0,0.0,0.0,0.0,day,77.0,77,2010,2010-03-18,3690.0,4.6,370.50000000000017,,170.0,-0.4000000000000004,12.1,0.045744610650900464,0.06666666666666643,scoop,,
58,58,2010-03-19 12:00:00,,,,,,,,,,,,,,,,,,,,day,,78,2010,2010-03-19,3530.0,4.7,375.20000000000016,,-160.0,0.10000000000000052,12.166666666666664,0.09602940126115728,0.06666666666666643,scoop,,
59,59,2010-03-20 12:00:00,08:15:00,2010-03-20,19:30:00,2010-03-20 13:52:30,11.25,2010-03-20 19:30:00,2010-03-20 08:15:00,42.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,day,79.0,79,2010,2010-03-20,3470.0,4.9,380.10000000000014,,-60.0,0.20000000000000015,12.216666666666667,0.16386963001255336,0.05000000000000071,scoop,,
60,60,2010-03-21 12:00:00,,,,,,,,,,,,,,,,,,,,day,,80,2010,2010-03-21,3480.0,5.0,385.10000000000014,,10.0,0.09999999999999963,12.283333333333333,0.24746676421795397,0.06666666666666643,scoop,,
61,61,2010-03-22 12:00:00,,,,,,,,,,,,,,,,,,,,day,,81,2010,2010-03-22,3490.0,4.9,390.00000000000006,,10.0,-0.09999999999999963,12.333333333333336,0.34427578018431915,0.05000000000000071,scoop,,
62,62,2010-03-23 12:00:00,13:00:00,2010-03-23,19:30:00,2010-03-23 16:15:00,6.5,2010-03-23 19:30:00,2010-03-23 13:00:00,72.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,day,82.0,82,2010,2010-03-23,3470.0,4.9,394.9,,-20.0,0.0,12.4,0.4508257188874043,0.06666666666666643,scoop,,
63,63,2010-03-24 12:00:00,,,,,,,,,,,,,,,,,,,,day,,83,2010,2010-03-24,3430.0,5.1,400.00000000000006,,-40.0,0.1999999999999993,12.45,0.5625414114062088,0.04999999999999893,scoop,,
64,64,2010-03-25 12:00:00,,,,,,,,,,,,,,,,,,,,day,,84,2010,2010-03-25,3390.0,5.2,405.2000000000001,,-40.0,0.10000000000000052,12.516666666666666,0.6737142561632131,0.06666666666666643,scoop,,
65,65,2010-03-26 12:00:00,,,,,,,,,,,,,,,,,,,,day,,85,2010,2010-03-26,3450.0,5.2,410.4,,60.0,0.0,12.583333333333336,0.7777401817535177,0.0666666666666682,scoop,,
66,66,2010-03-27 12:00:00,07:50:00,2010-03-27,20:00:00,2010-03-27 13:55:00,12.166666666666664,2010-03-27 20:00:00,2010-03-27 07:50:00,29.0,0.0,0.0,0.0,70.0,2.0,0.0,0.0,1380.0,0.0,0.0,0.0,day,86.0,86,2010,2010-03-27,3450.0,5.1,415.50000000000006,,0.0,-0.10000000000000052,12.633333333333333,0.8677137709731653,0.04999999999999893,scoop,,
67,67,2010-03-28 12:00:00,,,,,,,,,,,,,,,,,,,,day,,87,2010,2010-03-28,3430.0,5.3,420.80000000000007,,-20.0,0.20000000000000015,12.7,0.937288851570292,0.06666666666666643,scoop,,
68,68,2010-03-29 12:00:00,,,,,,,,,,,,,,,,,,,,day,,88,2010,2010-03-29,3470.0,5.2,426.00000000000006,,40.0,-0.09999999999999963,12.75,0.9816118667837236,0.05000000000000071,scoop,,
69,69,2010-03-30 12:00:00,08:00:00,2010-03-30,17:30:00,2010-03-30 12:45:00,9.5,2010-03-30 17:30:00,2010-03-30 08:00:00,78.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,4708.0,0.0,0.0,0.0,day,89.0,89,2010,2010-03-30,3430.0,5.0,431.00000000000006,,-40.0,-0.20000000000000015,12.816666666666665,0.9980610461299602,0.06666666666666643,scoop,,
70,70,2010-03-31 12:00:00,,,,,,,,,,,,,,,,,,,,day,,90,2010,2010-03-31,3420.0,5.1,436.10000000000014,,-10.0,0.09999999999999963,12.866666666666667,0.9865693623302588,0.05000000000000071,scoop,,
71,71,2010-04-01 12:00:00,,,,,,,,,,,,,,,,,,,,day,,91,2010,2010-04-01,3450.0,5.2,441.30000000000007,5.2,30.0,0.10000000000000052,12.933333333333335,0.9494446910389079,0.06666666666666643,scoop,,
72,72,2010-04-02 12:00:00,07:45:00,2010-04-02,19:45:00,2010-04-02 13:45:00,12.0,2010-04-02 19:45:00,2010-04-02 07:45:00,55.0,0.0,0.0,0.0,91.0,2.0,0.0,0.0,1470.0,0.0,0.0,0.0,day,92.0,92,2010,2010-04-02,3410.0,5.2,446.50000000000006,10.4,-40.0,0.0,12.983333333333333,0.8907657856568998,0.04999999999999893,scoop,,
73,73,2010-04-03 12:00:00,,,,,,,,,,,,,,,,,,,,day,,93,2010,2010-04-03,3420.0,5.1,451.60000000000014,15.5,10.0,-0.10000000000000052,13.05,0.8155563724353438,0.0666666666666682,scoop,,
74,74,2010-04-04 12:00:00,,,,,,,,,,,,,,,,,,,,day,,94,2010,2010-04-04,3440.0,5.0,456.60000000000014,20.5,20.0,-0.09999999999999963,13.1,0.7289780333206868,0.04999999999999893,scoop,,
75,75,2010-04-05 12:00:00,07:30:00,2010-04-05,19:15:00,2010-04-05 13:22:30,11.75,2010-04-05 19:15:00,2010-04-05 07:30:00,6.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,day,95.0,95,2010,2010-04-05,3420.0,5.2,461.80000000000007,25.7,-20.0,0.20000000000000015,13.166666666666664,0.6357348306112118,0.06666666666666643,scoop,,
76,76,2010-04-06 12:00:00,,,,,,,,,,,,,,,,,,,,day,,96,2010,2010-04-06,3450.0,5.3,467.10000000000014,31.0,30.0,0.09999999999999963,13.216666666666667,0.5397829183725689,0.05000000000000071,scoop,,
77,77,2010-04-07 12:00:00,,,,,,,,,,,,,,,,,,,,day,,97,2010,2010-04-07,3430.0,5.2,472.30000000000007,36.2,-20.0,-0.09999999999999963,13.283333333333333,0.4443341716333149,0.06666666666666643,scoop,,
78,78,2010-04-08 12:00:00,07:15:00,2010-04-08,20:00:00,2010-04-08 13:37:30,12.75,2010-04-08 20:00:00,2010-04-08 07:15:00,324.0,0.0,2.0,0.0,480.0,0.0,0.0,0.0,5660.0,0.0,0.0,0.0,day,98.0,98,2010,2010-04-08,3450.0,5.1,477.40000000000015,41.3,20.0,-0.10000000000000052,13.333333333333336,0.35205752695643344,0.05000000000000071,scoop,,
79,79,2010-04-09 12:00:00,,,,,,,,,,,,,,,,,,,,day,,99,2010,2010-04-09,3410.0,5.0,482.40000000000015,46.3,-40.0,-0.09999999999999963,13.4,0.2653765321215137,0.06666666666666643,scoop,,
80,80,2010-04-10 12:00:00,,,,,,,,,,,,,,,,,,,,day,,100,2010,2010-04-10,3430.0,5.1,487.50000000000017,51.40000000000001,20.0,0.09999999999999963,13.45,0.18672004242383666,0.04999999999999893,scoop,,
81,81,2010-04-11 12:00:00,07:30:00,2010-04-11,19:30:00,2010-04-11 13:30:00,12.0,2010-04-11 19:30:00,2010-04-11 07:30:00,27.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1390.0,0.0,0.0,0.0,day,101.0,101,2010,2010-04-11,3400.0,5.3,492.8000000000001,56.7,-30.0,0.20000000000000015,13.516666666666666,0.11866132226834948,0.06666666666666643,scoop,,
82,82,2010-04-12 12:00:00,,,,,,,,,,,,,,,,,,,,day,,102,2010,2010-04-12,3430.0,5.5,498.3000000000001,62.2,30.0,0.20000000000000015,13.566666666666665,0.06389947791846035,0.05000000000000071,scoop,,
83,83,2010-04-13 12:00:00,,,,,,,,,,,,,,,,,,,,day,,103,2010,2010-04-13,3390.0,5.6,503.90000000000015,67.8,-40.0,0.09999999999999963,13.633333333333333,0.02509731061854137,0.06666666666666643,scoop,,
84,84,2010-04-14 12:00:00,08:00:00,2010-04-14,20:15:00,2010-04-14 14:07:30,12.25,2010-04-14 20:15:00,2010-04-14 08:00:00,11.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,5200.0,0.0,0.0,0.0,day,104.0,104,2010,2010-04-14,3410.0,5.7,509.60000000000014,73.5,20.0,0.10000000000000052,13.683333333333335,0.004630214815146527,0.05000000000000071,scoop,,
85,85,2010-04-15 12:00:00,,,,,,,,,,,,,,,,,,,,day,,105,2010,2010-04-15,3400.0,5.8,515.4000000000002,79.3,-10.0,0.09999999999999963,13.75,0.0043195173801702244,0.06666666666666643,scoop,,
86,86,2010-04-16 12:00:00,,,,,,,,,,,,,,,,,,,,day,,106,2010,2010-04-16,3350.0,6.0,521.4000000000002,85.3,-50.0,0.20000000000000015,13.8,0.02521062557596976,0.05000000000000071,scoop,,
87,87,2010-04-17 12:00:00,08:30:00,2010-04-17,20:15:00,2010-04-17 14:22:30,11.75,2010-04-17 20:15:00,2010-04-17 08:30:00,8.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,2640.0,0.0,0.0,0.0,day,107.0,107,2010,2010-04-17,3420.0,6.1,527.5000000000001,91.4,70.0,0.09999999999999963,13.85,0.06742274605712661,0.04999999999999893,scoop,,
88,88,2010-04-18 12:00:00,,,,,,,,,,,,,,,,,,,,day,,108,2010,2010-04-18,3410.0,6.1,533.6000000000001,97.5,-10.0,0.0,13.916666666666664,0.1300587245095849,0.06666666666666643,scoop,,
89,89,2010-04-19 12:00:00,,,,,,,,,,,,,,,,,,,,day,,109,2010,2010-04-19,3390.0,6.3,539.9000000000002,103.79999999999998,-20.0,0.20000000000000015,13.966666666666667,0.21114565319298603,0.05000000000000071,scoop,,
90,90,2010-04-20 12:00:00,08:30:00,2010-04-20,20:10:00,2010-04-20 14:20:00,11.666666666666664,2010-04-20 20:10:00,2010-04-20 08:30:00,52.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,4180.0,0.0,0.0,0.0,day,110.0,110,2010,2010-04-20,3450.0,6.3,546.2,110.09999999999998,60.0,0.0,14.016666666666667,0.3075925770630079,0.05000000000000071,scoop,,
91,91,2010-04-21 12:00:00,,,,,,,,,,,,,,,,,,,,day,,111,2010,2010-04-21,3400.0,6.2,552.4000000000002,116.29999999999998,-50.0,-0.09999999999999963,14.083333333333336,0.4151842314883184,0.06666666666666643,scoop,,
92,92,2010-04-22 12:00:00,,,,,,,,,,,,,,,,,,,,day,,112,2010,2010-04-22,3390.0,6.0,558.4000000000002,122.29999999999998,-10.0,-0.20000000000000015,14.133333333333333,0.5286593186826756,0.04999999999999893,scoop,,
93,93,2010-04-23 12:00:00,07:30:00,2010-04-23,20:00:00,2010-04-23 13:45:00,12.5,2010-04-23 20:00:00,2010-04-23 07:30:00,26.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,day,113.0,113,2010,2010-04-23,3390.0,6.2,564.6000000000001,128.49999999999997,0.0,0.20000000000000015,14.183333333333335,0.6419378005627774,0.05000000000000071,scoop,,
94,94,2010-04-24 12:00:00,,,,,,,,,,,,,,,,,,,,day,,114,2010,2010-04-24,3370.0,6.3,570.9000000000002,134.79999999999998,-20.0,0.09999999999999963,14.25,0.7485084310330021,0.06666666666666643,scoop,,
95,95,2010-04-25 12:00:00,,,,,,,,,,,,,,,,,,,,day,,115,2010,2010-04-25,3350.0,6.3,577.2,141.1,-20.0,0.0,14.3,0.8419860055206665,0.05000000000000071,scoop,,
